 21  166  222  280  473  511  623  684  769  992
 59  221  411  421  479  629  723  770  848  974
 17  52  80  234  534  554  613  896  910  993
 125  151  181  315  347  484  560  594  696  905
 96  204  210  361  417  469  605  715  745  824
 102  247  304  337  498  707  731  766  825  987
 198  199  269  281  306  417  420  528  607  609
 34  117  244  439  456  459  555  820  979  995
 51  244  358  389  424  632  726  770  784  875
 83  182  196  276  339  568  723  779  939  968
 55  81  103  243  269  342  355  545  698  877
 1  102  373  579  630  672  720  783  840  842
 66  396  510  525  543  630  636  684  892  916
 6  44  314  328  503  662  801  847  899  992
 86  108  175  270  391  474  612  621  678  703
 234  252  382  466  475  501  589  694  829  830
 58  87  197  336  377  444  620  669  678  925
 72  194  462  501  768  773  829  947  959  984
 48  212  393  397  598  620  659  711  852  982
 124  146  195  315  389  393  448  484  741  765
 36  215  252  344  662  705  813  816  855  928
 179  237  306  503  644  669  768  787  859  987
 36  123  174  485  672  714  750  874  945  992
 199  204  239  392  409  442  470  560  665  848
 23  53  71  73  262  450  557  784  833  900
 138  230  271  291  332  547  615  694  785  940
 56  177  208  219  299  503  620  688  821  845
 60  182  212  256  363  460  509  545  962  972
 0  82  143  173  260  422  715  888  890  909
 67  355  410  425  489  565  566  680  919  920
 18  55  232  285  387  439  461  696  768  910
 388  454  582  610  674  795  862  916  962  986
 205  313  368  499  582  798  833  849  893  916
 39  100  220  299  305  382  772  778  837  860
 46  159  272  455  461  653  656  713  729  994
 1  5  143  251  271  539  570  705  899  942
 44  53  141  367  465  498  633  688  773  914
 173  211  270  274  446  600  629  765  824  838
 80  97  211  239  355  598  665  759  926  975
 224  275  503  531  564  602  661  667  815  922
 30  266  328  401  480  540  576  732  878  907
 106  140  152  208  286  391  408  481  525  939
 94  95  129  263  303  305  372  909  939  956
 105  117  251  257  325  566  620  760  887  924
 62  104  409  420  545  627  679  748  831  940
 9  62  79  147  176  204  517  545  598  940
 5  71  86  132  430  441  516  651  652  817
 307  325  339  776  800  882  883  888  948  957
 364  416  417  569  591  742  888  890  928  977
 9  66  466  548  553  638  645  834  855  861
 69  89  207  363  435  445  525  659  776  955
 119  150  204  313  485  568  652  718  763  955
 73  126  132  209  414  468  490  788  922  949
 50  82  162  209  238  307  390  406  858  892
 71  147  206  248  264  268  344  473  508  777
 66  110  450  541  567  569  681  835  869  939
 101  159  286  308  423  629  727  785  864  984
 235  360  364  370  432  467  481  845  915  989
 42  240  345  357  400  427  612  767  943  967
 22  138  143  206  245  448  718  820  830  856
 68  95  136  141  223  340  400  454  848  912
 16  147  181  527  533  588  614  680  712  746
 50  417  432  542  592  680  718  731  753  794
 17  53  71  135  153  169  353  770  812  963
 16  100  179  202  456  473  644  771  790  961
 41  157  188  419  508  636  750  820  985  994
 112  128  149  323  344  485  592  643  657  746
 133  222  242  292  307  514  628  830  844  974
 96  195  371  560  581  629  640  746  907  954
 51  148  221  242  324  342  485  632  729  900
 35  161  257  348  442  451  501  696  726  862
 107  152  386  407  426  511  696  749  757  885
 32  111  262  380  459  487  518  574  722  988
 148  247  423  499  501  788  850  854  875  906
 79  101  371  403  430  480  601  603  926  954
 104  232  236  256  603  655  682  758  847  938
 259  271  480  548  563  600  667  692  813  844
 90  282  305  353  396  439  521  630  701  882
 157  282  444  557  625  634  710  776  810  955
 20  61  205  208  358  585  594  766  787  827
 100  103  263  269  378  559  637  656  695  864
 263  338  377  427  575  659  738  760  816  868
 133  185  380  516  559  622  623  760  901  965
 150  304  315  593  643  665  712  763  856  998
 123  262  323  500  512  716  804  839  843  896
 12  84  161  270  305  399  559  888  889  919
 31  43  250  307  394  430  498  625  742  995
 107  132  134  198  304  353  413  431  527  732
 45  255  277  524  610  644  835  848  882  900
 177  276  406  409  506  530  591  696  827  921
 55  215  244  278  315  322  334  351  574  849
 7  9  200  215  414  506  768  882  896  998
 72  297  534  542  543  544  561  687  955  979
 115  161  356  428  550  565  613  887  963  988
 305  367  386  448  536  546  571  626  904  979
 4  37  91  339  443  485  561  833  852  877
 17  169  191  206  237  252  273  472  608  680
 83  262  352  367  396  464  532  670  706  904
 8  123  198  331  418  485  715  756  832  941
 32  472  639  786  808  842  844  858  868  890
 21  29  82  191  270  522  665  778  833  971
 2  88  398  408  560  650  689  701  916  969
 84  223  249  361  368  521  522  532  543  745
 55  190  235  304  352  460  529  567  878  918
 5  31  70  145  226  284  451  675  907  912
 70  147  536  544  566  574  659  686  688  891
 6  16  147  150  180  351  525  583  816  818
 29  54  207  262  302  458  573  574  746  823
 39  119  274  311  342  436  557  670  694  752
 167  193  393  448  481  533  566  575  687  709
 8  60  95  244  255  325  521  538  833  950
 301  362  449  471  491  579  762  956  977  986
 30  38  416  471  543  624  686  806  812  832
 64  433  469  552  567  582  675  709  942  949
 25  122  425  508  623  632  650  747  817  983
 99  277  336  366  487  593  764  828  907  916
 481  546  585  609  733  751  764  871  967  983
 44  60  269  433  469  527  577  727  744  815
 35  70  219  315  398  487  621  672  871  884
 109  292  411  413  442  620  628  749  765  961
 76  100  123  188  291  424  761  796  828  870
 50  82  288  302  340  420  602  665  680  787
 131  238  265  437  458  508  716  727  732  986
 190  323  333  414  459  503  524  820  900  981
 128  210  247  273  535  563  894  899  922  980
 64  83  350  360  391  483  681  767  794  816
 171  242  296  463  466  505  727  854  940  945
 39  185  243  309  410  487  853  855  870  880
 9  53  174  299  473  534  592  607  643  966
 66  345  380  429  451  541  651  671  729  933
 246  334  336  350  429  496  534  589  595  689
 0  62  189  287  750  767  793  830  944  981
 6  101  178  328  374  659  704  734  916  988
 58  204  256  369  435  437  506  681  873  917
 32  85  207  223  273  280  393  468  575  720
 46  69  115  300  388  422  426  476  609  681
 96  135  149  208  220  295  470  785  913  957
 41  88  201  210  328  802  807  845  904  944
 75  79  560  600  609  706  720  772  808  896
 38  335  434  437  583  663  736  807  858  976
 14  217  257  293  323  375  409  443  479  694
 59  202  266  469  504  689  850  917  982  985
 252  413  476  482  485  568  575  588  882  939
 66  111  178  196  222  642  786  819  882  941
 50  204  462  500  506  517  682  709  741  929
 94  133  225  337  451  538  648  719  803  852
 44  258  290  436  447  481  503  652  922  963
 11  23  81  326  342  445  531  613  661  934
 37  103  105  308  355  443  613  662  713  953
 15  105  213  220  226  252  319  404  717  742
 32  139  169  174  205  507  516  779  788  850
 195  255  276  338  490  638  698  768  865  900
 96  311  476  491  719  757  792  795  819  982
 43  49  82  456  529  589  612  780  822  915
 46  130  141  274  534  626  731  853  878  988
 137  186  285  325  366  487  648  712  806  945
 132  223  327  365  396  486  571  681  711  906
 7  32  34  241  263  417  452  693  780  961
 37  38  39  430  446  593  603  647  952  977
 3  271  285  434  451  522  642  674  723  798
 72  223  227  412  421  489  537  727  809  864
 145  172  176  290  295  519  530  607  897  946
 74  207  289  385  411  518  801  826  881  983
 283  287  360  416  639  708  805  818  835  987
 12  14  162  165  173  499  647  800  866  956
 136  264  492  500  836  867  924  953  979  983
 112  124  251  379  413  626  781  829  830  871
 37  83  129  385  580  644  700  742  749  851
 2  178  290  299  431  592  731  781  853  946
 109  168  206  399  430  452  526  775  970  972
 88  128  295  461  580  650  743  850  906  994
 202  300  371  471  555  742  826  845  931  937
 7  41  185  225  394  637  654  856  927  984
 31  55  243  313  321  355  581  631  643  730
 91  271  335  360  380  844  900  923  946  966
 33  186  228  269  510  513  547  731  769  915
 114  116  117  337  396  500  591  738  835  899
 36  82  113  304  456  468  577  622  807  974
 54  80  220  292  293  532  547  626  684  685
 46  113  123  199  294  429  462  667  706  718
 9  139  382  394  441  449  479  750  825  983
 48  105  109  293  352  378  608  622  644  852
 188  376  405  411  413  455  549  554  800  987
 50  267  290  409  451  635  735  893  903  993
 6  177  184  309  323  484  540  600  795  973
 107  166  190  251  271  415  658  762  951  990
 91  336  425  496  522  654  716  735  801  867
 114  158  242  477  582  680  727  757  882  999
 59  89  161  225  589  657  672  812  846  972
 40  65  118  489  535  603  731  735  825  899
 14  97  229  341  564  684  721  764  832  920
 59  61  78  209  298  414  538  655  810  983
 54  95  180  235  319  534  691  692  736  823
 53  54  189  315  418  443  458  541  927  976
 74  256  259  307  429  573  596  607  805  835
 177  187  208  271  373  399  605  669  682  995
 227  327  415  438  500  503  803  871  937  990
 148  259  388  442  453  681  728  793  832  947
 92  121  444  487  550  659  833  859  915  934
 73  460  594  634  685  706  835  851  931  976
 3  109  144  169  336  436  551  631  660  893
 77  128  269  376  565  825  900  901  920  992
 55  96  293  340  470  637  747  843  875  905
 180  225  324  360  481  534  670  754  779  899
 6  281  365  478  584  599  660  664  669  942
 133  155  305  460  489  535  574  743  888  982
 255  418  426  459  464  480  550  767  838  952
 1  89  91  121  125  133  299  589  690  788
 35  37  46  173  227  338  587  928  932  977
 83  235  397  416  500  590  619  663  735  995
 21  70  148  157  232  708  765  807  916  979
 42  298  444  555  565  648  741  846  901  953
 250  350  423  425  458  521  812  842  864  963
 141  155  192  214  222  396  535  707  713  791
 88  233  263  356  440  524  612  658  899  916
 316  394  723  750  759  777  810  844  941  977
 163  269  348  454  597  711  745  833  841  857
 130  191  192  260  311  370  410  644  661  668
 25  46  116  222  226  511  574  657  810  957
 43  131  260  371  484  497  634  818  905  960
 105  219  289  341  345  442  480  524  756  908
 118  152  206  215  273  335  440  647  686  810
 43  160  175  348  431  498  594  838  905  992
 55  111  319  406  513  576  625  649  700  774
 34  113  157  205  263  421  551  769  821  836
 62  308  415  498  540  593  657  714  884  923
 41  52  123  142  177  287  342  416  464  619
 28  92  160  188  191  195  847  898  921  933
 107  184  278  569  577  718  795  826  923  997
 84  200  308  491  510  545  568  584  668  783
 48  285  302  401  444  531  580  742  860  897
 33  37  165  375  584  588  756  786  840  900
 196  202  385  422  490  498  804  887  897  967
 68  175  201  221  243  485  564  612  670  717
 35  390  393  613  748  907  941  970  977  995
 49  68  241  258  444  514  576  835  913  967
 241  432  496  505  592  748  790  793  929  999
 76  114  124  270  326  434  479  533  544  558
 14  34  252  403  411  488  538  559  612  750
 60  82  283  411  500  511  529  570  583  881
 364  445  583  593  663  687  715  784  966  988
 82  147  240  324  329  458  468  513  947  993
 27  248  337  391  443  447  598  702  767  809
 16  202  257  286  388  453  495  578  843  983
 145  173  220  289  342  589  685  760  762  978
 59  160  221  306  431  494  633  784  837  937
 14  15  34  79  107  163  665  810  832  841
 78  135  189  232  376  545  641  644  772  842
 63  137  470  588  618  644  718  758  821  858
 11  29  51  175  271  372  827  862  959  994
 38  187  398  419  434  484  590  616  964  980
 4  10  22  400  412  425  794  954  974  988
 55  136  256  265  372  416  646  851  856  919
 160  287  298  427  687  775  862  892  919  937
 53  64  114  310  314  345  438  663  692  911
 46  53  413  520  532  754  835  887  941  999
 18  108  226  376  424  607  616  753  760  893
 72  111  162  597  637  665  681  847  869  994
 99  240  266  410  530  576  628  822  863  955
 189  447  452  459  470  619  751  891  941  993
 79  112  206  247  304  318  441  498  600  914
 202  341  400  557  561  624  633  725  891  948
 94  168  170  194  313  528  620  704  767  868
 80  86  342  453  543  580  681  756  900  967
 252  309  385  403  435  440  457  598  856  933
 13  328  425  501  535  616  788  881  897  903
 25  135  220  244  512  546  563  602  882  961
 73  245  278  388  390  440  689  716  894  936
 201  208  262  357  358  410  440  596  779  901
 49  79  182  227  256  628  676  678  700  975
 51  80  324  585  618  657  736  831  843  878
 106  138  393  437  653  768  853  894  922  936
 36  119  170  228  252  344  431  840  853  890
 60  166  177  261  440  451  564  748  794  797
 16  375  426  455  489  610  633  864  985  990
 17  250  334  349  476  477  805  870  882  905
 48  68  144  250  289  383  440  572  583  956
 82  255  318  521  532  689  794  885  894  969
 44  154  180  203  477  596  649  781  889  909
 19  143  164  237  440  486  522  680  720  762
 68  76  105  133  242  475  488  614  815  919
 182  194  211  250  534  536  580  744  774  939
 62  88  314  373  473  499  566  621  753  796
 58  62  106  358  575  643  785  837  896  985
 113  152  183  206  605  632  850  869  928  973
 112  258  302  318  569  717  915  945  973  975
 117  161  165  181  311  331  352  629  636  696
 352  458  466  552  726  756  811  863  934  960
 25  141  359  400  428  475  540  616  889  897
 53  132  147  206  356  397  606  702  758  820
 18  234  356  531  593  638  722  750  761  913
 4  83  219  367  447  522  523  558  746  837
 33  287  319  327  415  435  474  537  748  921
 4  193  312  327  342  351  391  511  595  671
 538  633  650  663  691  710  718  796  809  947
 72  243  254  304  413  440  473  680  750  878
 27  384  385  573  635  778  833  840  864  955
 53  252  407  455  620  727  744  781  808  943
 105  265  297  354  373  379  408  516  655  694
 62  110  121  161  242  429  446  536  684  686
 62  67  205  221  441  462  555  716  773  986
 78  222  306  310  312  433  446  588  652  987
 21  74  334  373  421  514  534  563  779  807
 189  271  291  438  475  537  548  582  964  971
 143  168  349  385  408  504  514  834  849  865
 42  541  614  615  664  692  731  863  870  897
 85  142  205  330  357  640  650  736  777  899
 10  141  247  301  309  349  541  569  589  626
 29  126  206  265  423  545  716  761  930  946
 231  510  541  575  586  633  735  854  871  882
 185  195  360  405  434  458  541  732  858  898
 82  94  164  203  316  327  408  486  813  856
 4  31  161  321  442  484  485  757  777  781
 3  239  347  443  444  501  766  813  831  892
 117  182  306  356  455  475  525  631  734  849
 32  103  130  257  282  329  560  640  697  946
 136  214  216  269  307  341  343  442  500  972
 78  81  231  273  312  394  590  592  616  825
 188  230  411  471  534  581  718  766  901  927
 405  452  616  632  706  838  863  883  970  982
 62  82  120  204  482  682  732  882  985  996
 344  497  616  696  722  815  839  899  949  981
 178  207  216  372  459  571  597  744  775  828
 114  154  304  319  440  562  599  712  890  923
 87  158  202  256  394  485  602  771  799  831
 95  162  331  467  499  559  608  796  880  921
 10  109  343  492  657  850  884  885  887  944
 289  317  422  447  488  662  742  791  817  884
 3  160  206  208  236  331  758  774  860  983
 124  244  319  346  354  499  584  632  715  951
 24  66  248  255  363  391  468  493  585  880
 10  122  169  319  530  556  803  838  859  901
 37  219  310  321  710  713  776  839  846  899
 22  73  219  275  506  776  797  863  903  963
 41  359  389  399  471  483  493  686  694  959
 15  45  94  110  300  533  631  728  764  814
 146  314  518  554  612  640  643  820  863  920
 37  195  389  413  556  596  766  860  924  934
 189  269  290  356  702  865  925  931  954  996
 23  49  94  171  371  775  807  830  866  925
 130  180  207  431  568  625  635  755  812  873
 113  128  169  222  488  495  508  560  578  636
 225  237  289  394  399  415  681  773  826  857
 101  137  173  279  608  691  795  855  883  963
 27  105  331  462  561  641  820  844  867  965
 87  106  164  281  371  478  515  825  927  983
 4  24  38  70  381  418  590  667  717  847
 2  183  232  256  280  318  372  550  734  831
 19  108  130  255  272  290  739  766  881  896
 63  253  270  354  356  489  684  777  790  802
 63  108  285  403  560  653  679  778  886  907
 38  393  399  472  550  664  725  740  806  892
 85  214  298  310  387  407  540  601  697  858
 26  231  279  455  531  582  679  810  926  968
 22  34  202  302  337  497  634  749  773  983
 3  7  22  316  534  536  559  568  760  982
 2  314  328  509  551  634  704  731  953  991
 28  56  99  173  236  311  372  516  643  815
 51  202  205  219  404  499  505  590  686  735
 140  307  327  356  516  553  719  843  919  957
 299  339  367  433  533  747  847  916  938  963
 12  28  117  238  385  398  612  830  841  905
 58  132  274  448  598  645  723  830  831  854
 79  126  339  410  432  484  501  650  672  798
 141  177  189  229  242  401  424  606  612  826
 222  325  329  364  523  534  569  718  838  994
 33  46  463  533  619  718  778  809  814  838
 244  352  434  468  508  518  595  763  978  997
 263  312  358  412  436  473  495  584  817  906
 39  390  392  396  398  590  607  735  917  934
 56  125  485  583  653  694  744  749  768  778
 41  63  175  263  323  534  582  604  720  803
 10  103  187  204  234  312  368  419  612  805
 6  242  323  382  460  525  627  652  767  978
 41  53  171  201  352  614  744  762  904  960
 44  143  289  293  332  386  760  784  851  893
 6  148  172  173  223  277  434  625  781  921
 90  341  374  533  675  691  736  789  906  960
 8  60  155  658  698  709  827  861  922  966
 104  264  400  723  739  802  806  877  896  960
 127  132  140  318  342  722  733  819  839  895
 135  183  284  541  645  696  751  811  878  939
 10  11  131  180  386  505  542  623  738  748
 272  295  298  347  692  695  759  782  946  956
 86  97  114  267  453  517  526  546  920  926
 23  169  263  307  387  460  461  472  515  553
 146  211  444  478  514  537  579  613  669  868
 159  214  223  280  620  653  696  758  910  998
 20  75  117  222  305  384  459  698  722  818
 45  251  262  265  488  520  575  687  855  861
 190  201  341  388  501  560  754  847  860  965
 30  151  249  381  549  560  741  744  746  951
 53  190  228  259  336  650  686  754  905  936
 70  244  256  308  375  390  402  430  720  909
 50  366  492  531  596  671  719  729  897  960
 122  371  407  595  678  748  763  797  878  928
 23  99  197  447  504  678  831  833  912  937
 0  63  115  219  313  410  436  450  684  928
 311  315  415  663  756  769  828  959  963  990
 156  434  441  473  504  603  737  745  955  983
 63  117  354  518  563  704  779  810  815  900
 85  352  358  362  507  567  646  693  797  956
 8  101  103  243  353  423  534  632  946  976
 117  227  436  463  469  604  682  829  862  976
 70  129  165  278  352  502  591  706  895  952
 80  195  299  492  534  653  688  703  722  805
 243  284  293  407  471  502  744  860  874  984
 49  332  463  512  614  657  677  741  786  952
 67  116  296  466  528  626  632  827  883  949
 34  60  72  115  369  376  401  623  662  980
 22  88  103  157  190  439  561  758  835  892
 42  129  151  186  280  382  434  501  800  869
 34  69  105  188  199  234  260  383  681  970
 133  134  258  403  558  569  572  639  712  865
 226  297  393  423  530  572  583  696  749  825
 198  220  261  395  701  717  721  749  930  966
 51  73  445  456  602  604  769  775  799  846
 75  222  256  329  550  783  833  904  970  980
 3  173  361  519  657  688  757  802  831  925
 37  203  331  454  501  730  776  960  988  997
 14  111  209  253  602  632  762  769  846  993
 95  133  251  355  391  502  560  759  888  941
 102  450  552  603  608  619  704  840  870  893
 88  191  292  417  567  587  632  746  768  991
 422  526  586  591  690  757  853  866  908  963
 70  98  414  494  574  675  727  759  805  999
 13  128  135  138  219  351  527  842  893  934
 73  515  600  827  838  867  880  902  984  986
 81  93  224  571  608  643  725  741  757  972
 11  38  168  236  421  448  464  799  951  959
 258  307  343  349  479  602  670  777  799  907
 39  109  118  199  207  315  355  560  619  949
 135  140  151  201  243  392  467  479  606  989
 37  402  472  474  617  667  769  860  880  885
 51  100  232  385  473  662  677  727  730  800
 30  234  332  412  418  614  735  775  870  940
 13  232  255  406  436  488  646  738  785  967
 39  47  69  202  371  420  455  527  601  767
 248  332  345  531  640  726  737  818  943  999
 99  216  303  419  783  811  833  874  995  997
 262  414  467  484  639  652  676  746  887  988
 10  39  240  244  260  329  561  651  714  759
 53  120  171  269  402  483  521  629  816  896
 304  309  397  402  502  524  533  565  597  759
 135  170  248  318  339  359  499  570  751  957
 47  234  481  643  646  682  756  775  821  915
 7  64  118  137  176  435  552  776  959  998
 116  189  190  308  436  468  600  742  781  878
 146  333  348  405  528  550  712  766  794  810
 117  178  223  553  571  627  685  862  923  926
 3  28  114  206  211  299  742  752  802  992
 24  65  69  113  144  247  627  835  895  917
 131  485  508  558  600  744  770  894  932  965
 178  235  422  495  681  789  851  872  903  914
 273  498  535  537  609  633  669  721  904  966
 112  116  365  401  575  692  708  838  910  999
 20  145  352  476  513  646  654  721  803  932
 21  42  137  149  235  394  438  890  937  960
 129  227  353  403  429  464  555  615  842  843
 54  144  186  205  209  477  682  709  781  913
 51  151  346  370  479  575  659  698  717  907
 17  211  263  357  396  527  655  668  908  957
 198  297  313  393  400  482  512  548  698  903
 80  229  350  381  434  751  786  810  841  992
 85  203  304  410  455  544  571  681  749  977
 204  276  337  351  555  674  682  832  960  974
 66  72  180  236  255  485  618  808  827  913
 106  289  385  427  449  450  453  515  633  931
 15  267  339  352  360  434  676  703  799  848
 17  64  111  140  662  717  829  871  879  915
 77  138  217  254  363  427  687  713  738  742
 123  217  243  281  494  698  749  770  976  992
 135  383  470  579  586  588  613  659  758  950
 62  69  139  151  233  409  413  458  708  901
 21  23  337  379  499  527  667  796  974  993
 58  132  240  358  372  423  579  628  758  778
 65  194  307  320  389  467  594  736  874  974
 295  410  545  553  669  743  871  879  902  912
 22  29  122  187  248  574  642  828  888  919
 38  154  272  280  398  424  574  667  887  928
 1  193  199  443  535  557  582  618  805  971
 100  171  226  548  576  719  809  850  947  972
 11  29  208  287  383  591  603  847  975  989
 17  60  98  146  445  621  658  847  878  971
 25  164  236  263  361  418  540  775  848  897
 28  100  125  146  206  289  411  463  747  759
 90  144  181  346  414  614  641  676  696  878
 8  167  263  372  413  564  592  814  908  914
 55  167  194  271  279  401  444  895  898  957
 101  147  159  184  229  540  663  778  827  829
 127  175  275  430  566  568  687  802  837  957
 93  176  224  228  279  480  486  538  875  917
 235  265  268  459  462  650  757  852  963  994
 72  164  203  335  369  394  486  738  926  943
 185  191  284  291  418  516  607  635  762  806
 54  102  221  346  443  454  544  669  774  978
 83  109  344  413  461  476  564  680  883  900
 133  182  230  475  586  696  785  925  996  999
 44  54  138  267  343  406  643  748  778  981
 12  95  166  223  229  348  562  690  700  985
 44  136  388  422  511  749  919  920  943  989
 269  272  333  356  550  554  620  709  807  991
 44  63  300  331  351  404  421  431  561  734
 166  188  225  374  421  431  739  769  935  939
 53  123  436  486  572  607  624  828  899  906
 276  388  455  630  670  835  865  898  901  924
 10  76  172  242  251  522  667  756  774  989
 149  163  282  304  385  662  766  835  982  994
 22  29  243  306  438  493  584  611  818  885
 91  121  243  272  474  477  497  579  818  902
 26  47  118  137  163  351  373  386  401  851
 29  134  288  516  625  641  643  703  877  883
 21  53  256  352  578  607  620  635  820  848
 148  192  264  278  287  518  522  605  649  869
 3  87  348  383  479  511  629  703  812  940
 21  74  90  193  224  274  311  353  490  798
 5  158  253  287  605  619  723  783  827  877
 294  302  577  718  749  753  771  789  828  990
 65  84  143  566  584  598  719  869  968  970
 8  25  176  188  331  359  409  416  695  732
 95  188  231  235  303  515  854  861  920  992
 101  239  260  344  390  520  680  682  687  787
 45  71  123  162  330  465  470  764  867  912
 84  101  299  300  352  415  557  681  979  989
 108  140  175  231  388  419  641  655  772  822
 10  138  227  604  764  773  781  786  823  935
 142  185  254  287  445  516  530  579  852  994
 12  167  179  285  302  476  479  610  777  876
 109  119  346  539  550  624  726  837  989  998
 103  286  356  397  458  623  772  839  878  899
 164  229  310  517  591  621  625  841  921  988
 1  73  164  168  187  445  466  552  860  940
 41  43  244  345  520  615  780  818  860  904
 178  324  340  479  565  675  677  740  783  876
 138  480  606  679  715  736  814  877  881  900
 202  248  343  493  578  598  679  704  865  908
 13  20  27  184  284  610  626  652  656  784
 95  252  366  494  556  570  620  724  727  985
 32  132  155  173  344  351  825  856  876  943
 128  287  469  546  596  649  704  889  930  979
 30  34  233  239  275  277  319  450  839  918
 323  338  437  587  597  607  657  687  828  983
 51  60  187  344  453  502  551  613  791  868
 260  348  375  458  498  541  924  954  979  984
 36  62  87  110  302  406  409  458  655  830
 132  187  227  249  357  441  471  670  731  752
 41  111  352  416  489  647  663  674  924  954
 79  247  297  338  531  593  657  860  863  927
 84  319  392  394  496  536  636  671  728  989
 21  26  200  269  313  584  650  676  859  913
 61  106  196  288  484  602  681  704  735  916
 16  20  24  88  258  380  409  604  674  804
 217  237  285  316  447  465  597  601  711  834
 27  123  164  220  288  533  538  619  620  714
 286  341  411  459  538  541  675  869  882  990
 1  36  175  188  340  475  554  567  672  733
 31  171  275  520  677  688  783  905  981  989
 57  127  159  238  275  684  726  835  910  960
 344  364  465  620  639  656  661  672  883  967
